Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,                            ,                             ,                              ,                               ,                                ,                                 ,                                  ,                                   ,                                    
Fall,2014,"Larsen, K.  (co-taught)",CIT,39310,EXPERITAL LEARN III,A,79,220,36%,2.47,3.02,3.19,3.16,3.04,3.04,3.04,3.23,3.05,2.89,,,,,,,,,
Fall,2014,"KISSEL, K.  (co-taught)",CIT,39310,EXPERITAL LEARN III,A,79,220,36%,2.06,3.08,3.23,3.23,3.10,3.10,3.10,3.29,3.12,2.96,,,,,,,,,
Fall,2014,"BONIME, T.  (co-taught)",CIT,39310,EXPERITAL LEARN III,A,79,220,36%,2.06,3.23,3.26,3.30,3.26,3.21,3.23,3.36,3.27,3.08,,,,,,,,,
Fall,2014,"SHUKLA, N.  (co-taught)",CIT,39310,EXPERITAL LEARN III,A,79,220,36%,2.06,3.12,3.27,3.31,3.13,3.13,3.13,3.33,3.16,2.98,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 8,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,
,2013,,,,Year of 2013,,10114,14557,69%,9.53,4.31,4.21,4.24,3.99,4.32,4.18,4.51,4.16,4.1,,,,,,,,,
Summer,2013,ALAN JACOBS,CEE,FA14-12-201,GEOLOGY,E,1,2,50%,17.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Summer,2013,ALAN JACOBS,CEE,FA14-12-201,GEOLOGY,U,2,3,67%,15.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Summer,2013,THOMAS SULLIVAN,ECE,18100,INTRO ELEC COMP ENG,E,11,31,35%,20.18,4.45,4.18,4.36,3.91,4.27,4.45,4.64,4.36,4.27,,,,,,,,,
Summer,2013,GREGORY KESDEN,ECE,18213,INTR CMPTR SYSTEMS,M,6,17,35%,15.33,3.83,4.00,4.00,3.67,4.17,4.00,3.00,4.00,4.00,,,,,,,,,
Summer,2013,COLLIN JACKSON,INI,14827,WEB APP SEC PERFMC,M6,17,31,55%,10.47,3.94,4.12,4.24,3.71,4.00,4.18,4.18,4.12,3.94,,,,,,,,,
Summer,2013,JIA ZHANG,SV,96705,ARCH AND DESIGN,M5,2,5,40%,16.00,5.00,4.50,4.50,4.50,5.00,4.50,5.00,4.50,4.50,,,,,,,,,
Summer,2013,EDWARD KATZ,SV,96710,SFTWR ENGNG PRCTCM,M,7,14,50%,21.14,4.71,5.00,4.86,4.71,4.86,4.71,5.00,4.86,4.71,,,,,,,,,
Summer,2013,EDWIN SELKER,SV,96715,SP TPC: SMRTPHN DEVL,M5,4,15,27%,13.25,4.75,4.25,4.00,4.75,4.50,3.75,4.75,4.50,4.00,,,,,,,,,
Summer,2013,RAVI THOMAS,SV,96732,ENTRPREN FINANCE II,M6,5,6,83%,10.40,4.80,4.60,4.80,4.60,5.00,5.00,4.80,4.60,4.80,,,,,,,,,
Summer,2013,SHERYL ROOT,SV,96770,AGL MKTG HGH TCH INV,M6,10,16,63%,11.89,4.90,4.80,4.70,4.90,5.00,4.90,5.00,5.00,5.00,,,,,,,,,
Summer,2013,EDWIN SELKER,SV,96772,EXTRM USR INFC DESGN,M5,2,6,33%,17.50,5.00,4.00,3.50,4.50,5.00,4.50,5.00,5.00,4.00,,,,,,,,,
Summer,2013,CORINA PASAREANU,SV,96773,A SFTW VERFC & TESTG,M6,2,5,40%,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Summer,2013,ANTHONY WASSERMAN,SV,96786,OPEN SOURCE SFTWARE,M6,12,23,52%,14.50,4.83,4.75,4.67,4.00,4.67,4.67,4.92,4.75,4.58,,,,,,,,,
Summer,2013,ANTHONY WASSERMAN,SV,96787,SP TPC INTR CLD CMP,M5,15,37,41%,10.86,4.27,4.13,4.33,3.93,4.40,4.20,4.53,4.07,4.13,,,,,,,,,
Summer,2013,EDWIN SELKER,SV,96796,HUMAN-COMP INTERACT,M6,2,8,25%,15.50,4.00,3.00,3.00,4.00,4.50,4.00,4.00,3.50,4.00,,,,,,,,,
Summer,2013,ROBERT IANNUCCI,SV,96811,CONNCT EMBED SYS ARC,M,1,2,50%,24.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Summer,2013,RAVI THOMAS,SV,96819,ENTREPRNRL FINANCE I,M5,8,12,67%,12.13,4.13,3.88,4.38,3.00,4.50,4.50,4.38,4.00,3.88,,,,,,,,,
Summer,2013,COLLIN JACKSON,SV,96831,SP TPC WB APP SEC PR,M6,7,7,100%,15.83,4.00,4.29,4.57,3.86,4.86,4.57,5.00,4.14,4.14,,,,,,,,,
Summer,2013,OLE MENGSHOEL,SV,96837,SP TPCS: VISL ANALYS,M5,4,11,36%,17.25,4.75,4.50,4.25,3.75,4.25,4.50,5.00,4.50,4.50,,,,,,,,,
Spring,2013,CONRAD ZAPANTA,BMD,42201,PRO ISSUES IN BIOMED,A,29,37,78%,2.83,4.79,4.86,4.90,4.68,4.79,4.79,4.86,4.76,4.66,,,,,,,,,
Spring,2013,PHIL CAMPBELL,BMD,42202,PHYSIOLOGY,A,41,75,55%,8.93,4.59,4.68,4.63,4.46,4.63,4.66,4.83,4.61,4.59,,,,,,,,,
Spring,2013,CONRAD ZAPANTA,BMD,42203,BIOMED ENG LAB,A,18,19,95%,9.31,4.72,4.94,4.94,4.61,4.72,4.39,4.94,4.72,4.65,,,,,,,,,
Spring,2013,CONRAD ZAPANTA,BMD,42203,BIOMED ENG LAB,B,10,12,83%,9.50,4.80,5.00,4.90,4.90,4.90,5.00,4.30,4.80,4.80,,,,,,,,,
Spring,2013,CONRAD ZAPANTA,BMD,42402,BME DESIGN PROJECT,A,45,75,60%,9.22,4.43,4.20,4.16,4.22,4.36,4.11,4.67,4.27,4.00,,,,,,,,,
Spring,2013,STEFAN ZAPPE,BMD,42426,BIOSENSORS BIOMEMS,A,3,8,38%,8.00,4.67,5.00,5.00,5.00,5.00,4.67,5.00,4.67,4.67,,,,,,,,,
Spring,2013,DENNIS TRUMBLE,BMD,42444,MEDICAL DEVICES,A,10,11,91%,5.00,5.00,5.00,5.00,4.50,4.80,4.60,4.90,4.60,4.70,,,,,,,,,
Spring,2013,ROBERT TILTON,BMD,42624,BIOLGL TRNSP DRG DLV,A,15,22,68%,7.40,4.73,4.93,4.87,4.47,4.93,4.87,4.87,4.87,4.87,,,,,,,,,
Spring,2013,BYRON YU,BMD,42632,NEURAL SIGNAL PROC,A,6,7,86%,10.00,4.50,4.33,4.67,4.17,4.50,4.33,4.17,4.33,4.17,,,,,,,,,
Spring,2013,YONGJIE ZHANG,BMD,42640,CMPTL BIO-MDL VISULZ,A,8,10,80%,8.75,4.88,4.75,4.63,4.13,4.50,4.00,5.00,4.00,4.50,,,,,,,,,
Spring,2013,SHELLEY ANNA,BMD,42643,MICROFLUIDS,A,4,5,80%,8.00,4.00,4.00,3.75,3.00,4.50,4.25,4.50,3.75,3.25,,,,,,,,,
Spring,2013,JAMES BURGESS,BMD,42660,SURGERY ENGINEERS,A,18,26,69%,7.72,3.89,3.11,3.44,3.61,4.06,3.59,3.83,3.44,3.56,,,,,,,,,
Spring,2013,STEFAN ZAPPE,BMD,42698,SPECIAL TOPICS,B,8,20,40%,7.25,4.75,4.75,4.88,4.63,4.75,4.88,4.88,4.75,4.75,,,,,,,,,
Spring,2013,JELENA KOVACEVIC,BMD,42698,SPECIAL TOPICS,C,9,10,90%,9.33,4.89,4.89,4.89,4.78,4.89,4.78,5.00,4.78,4.67,,,,,,,,,
Spring,2013,ALAN ROSENBLOOM,BMD,42698,SPECIAL TOPICS,D,6,8,75%,7.50,4.50,4.17,4.17,4.17,4.17,4.33,4.67,4.17,4.00,,,,,,,,,
Spring,2013,ADAM FEINBERG,BMD,42699,SPECIAL TOPICS,E,4,6,67%,14.75,4.75,4.75,4.75,4.50,5.00,4.75,5.00,4.50,4.50,,,,,,,,,
Spring,2013,GUSTAVO ROHDE,BMD,42699,SPECIAL TOPICS,G,4,4,100%,8.75,4.75,4.75,4.75,4.50,4.75,4.50,4.75,4.50,3.75,,,,,,,,,
Spring,2013,PHIL CAMPBELL,BMD,42702,ADV PHYSIOLOGY,A,20,26,77%,9.11,4.70,4.65,4.75,4.35,4.85,4.80,4.80,4.90,4.70,,,,,,,,,
Spring,2013,GE YANG,BMD,42731,BIOIMAGE INFORMATICS,A,3,5,60%,12.50,4.67,4.67,5.00,4.00,4.33,4.00,4.33,4.00,4.33,,,,,,,,,
Spring,2013,JOHN GALEOTTI,BMD,42735,MEDICAL IMAGE ANALYS,A,6,8,75%,9.00,4.00,4.17,4.17,3.83,4.17,4.33,4.33,3.83,3.83,,,,,,,,,
Spring,2013,DENNIS TRUMBLE,BMD,42744,MEDICAL DEVICES,A,12,18,67%,7.45,5.00,5.00,4.83,4.58,4.83,4.75,5.00,4.75,4.67,,,,,,,,,
Spring,2013,MEHRDAD MASSOUDI,BMD,42752,INTRD CONTNM BIOMCHC,A,4,5,80%,8.75,5.00,4.25,4.50,4.50,4.75,4.50,4.75,4.25,4.50,,,,,,,,,
Spring,2013,JANEL MILLER,CEE,12215,INTR PRF WRTG IN CEE,A,9,12,75%,3.00,4.89,4.78,4.78,4.89,4.89,4.78,4.78,4.78,4.89,,,,,,,,,
Spring,2013,KAUSHIK DAYAL,CEE,12231,SOLID MECHANICS,A,56,57,98%,7.89,3.86,4.14,4.04,3.50,4.14,4.00,4.05,3.82,3.84,,,,,,,,,
Spring,2013,MARIO BERGES,CEE,12271,INT CM AP CV ENV ENG,A,31,44,70%,8.60,4.39,4.06,4.06,3.68,4.32,3.74,4.39,4.00,3.84,,,,,,,,,
Spring,2013,GREGORY LOWRY,CEE,12351,ENVRMNTL ENGINEERING,A,24,43,56%,9.88,4.50,4.58,4.58,4.04,4.79,4.63,4.67,4.58,4.46,,,,,,,,,
Spring,2013,DAVID DZOMBAK,CEE,12352,ENVMNTL ENGRNG LAB,A,10,21,48%,5.00,4.40,4.30,4.30,4.40,4.30,4.40,4.40,4.30,4.00,,,,,,,,,
Spring,2013,DAVID DZOMBAK,CEE,12352,ENVMNTL ENGRNG LAB,B,10,19,53%,4.70,4.50,4.40,4.50,4.50,4.50,4.20,4.80,4.40,4.20,,,,,,,,,
Spring,2013,LAWRENCE CARTWRIGHT,CEE,12358,MATERIALS LAB,A4,25,50,50%,3.00,4.64,4.60,4.60,4.20,4.72,4.72,4.76,4.72,4.64,,,,,,,,,
Spring,2013,GREG CERMINARA,CEE,12604,TRANSPORTATN ENGNRNG,A,19,38,50%,6.89,4.42,3.84,4.28,3.89,4.32,4.00,4.58,4.05,3.95,,,,,,,,,
Spring,2013,LAWRENCE CARTWRIGHT,CEE,12605,DESIGN & CONSTRUCTN,A,9,21,43%,13.00,5.00,4.56,4.67,4.78,4.89,4.78,4.89,4.78,4.78,,,,,,,,,
Spring,2013,BURCU AKINCI,CEE,12610,SPECIAL TOPIC,A,5,7,71%,10.40,4.50,4.25,4.50,4.25,4.25,4.25,5.00,4.50,4.50,,,,,,,,,
Spring,2013,JANEL MILLER,CEE,12616,SP TPCS:CEE HNRS WRT,A,5,5,100%,2.00,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,,,,,,,,,
Spring,2013,CRAIG MALONEY,CEE,12623,MLCR SIMLN MATERLS,A,6,6,100%,12.00,4.33,4.50,4.50,4.33,4.67,4.50,4.83,4.50,4.50,,,,,,,,,
Spring,2013,KELVIN GREGORY,CEE,12629,ENV MICROBIOLGY ENGR,A,2,3,67%,9.50,5.00,4.00,4.00,4.00,5.00,4.50,5.00,4.50,4.50,,,,,,,,,
Spring,2013,JAMES THOMPSON,CEE,12631,STRUCTURAL DESIGN,A,20,22,91%,12.72,4.40,4.00,4.45,3.50,4.45,4.10,4.00,4.25,4.25,,,,,,,,,
Spring,2013,WERNER LOEHLEIN,CEE,12657,WTR RESOURCES ENGING,A,15,21,71%,7.14,4.20,4.33,4.40,3.87,4.53,3.80,4.60,3.67,3.87,,,,,,,,,
Spring,2013,LAWRENCE CARTWRIGHT,CEE,12690,INDEPENDENT STUDY,A,1,2,50%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2013,H SCOTT MATTHEWS,CEE,12714,ENV LFE CYC ASSMNT,A,33,40,83%,14.72,4.36,4.27,4.52,4.25,4.55,4.36,4.61,4.50,4.38,,,,,,,,,
Spring,2013,JEANNE VANBRIESEN,CEE,12724,BIOLGL WASTWTR MANGM,A,19,28,68%,12.17,4.21,4.26,4.26,3.79,4.53,4.53,4.42,4.58,4.50,,,,,,,,,
Spring,2013,MITCHELL SMALL,CEE,12726,MATH MDL ENV QUA SY,A,30,40,75%,9.30,4.57,4.40,4.40,4.33,4.53,4.57,4.70,4.47,4.43,,,,,,,,,
Spring,2013,RICHARD WICE,CEE,12728,SP TPC: REMEDTN  ENG,A,32,51,63%,7.52,4.48,4.55,4.48,4.35,4.66,4.61,4.69,4.48,4.42,,,,,,,,,
Spring,2013,KELVIN GREGORY,CEE,12729,ENV MICROBIOLGY ENGR,A,7,12,58%,7.57,4.57,4.43,4.57,4.00,4.86,4.86,5.00,4.86,4.57,,,,,,,,,
Spring,2013,SANDRA KARCHER,CEE,12733,SP TPC DTB DT SYS EN,A4,48,61,79%,7.28,4.26,4.31,4.19,4.25,4.23,4.19,4.50,4.10,4.17,,,,,,,,,
Spring,2013,MATTEO POZZI,CEE,12735,SP TPC URBN SYS MODG,A,19,22,86%,10.12,4.32,4.11,4.16,3.89,4.26,4.37,4.53,4.11,4.21,,,,,,,,,
Spring,2013,HAE YOUNG NOH,CEE,12742,DATA MING INFRST SPT,A3,26,43,60%,18.42,3.92,3.62,3.85,3.81,3.77,3.62,4.40,3.88,3.69,,,,,,,,,
Spring,2013,XUESONG LIU,CEE,12743,CM BS AP SR DE SP CV,A3,28,43,65%,8.22,4.39,4.04,4.00,4.07,4.00,4.00,4.61,3.96,3.89,,,,,,,,,
Spring,2013,SEMIHA ERGAN,CEE,12745,AIS SYSTEMS PROJECT,A,5,7,71%,11.75,4.20,4.40,4.60,4.00,4.00,4.00,4.00,3.80,4.40,,,,,,,,,
Spring,2013,JACOBO BIELAK,CEE,12757,VIBRATION,A,12,14,86%,11.00,4.83,4.67,4.75,4.50,4.75,4.75,4.75,4.83,4.58,,,,,,,,,
Spring,2013,AMIT ACHARYA,CEE,12769,CONTM MECHC MTRLS,A,7,7,100%,8.86,4.86,4.71,4.71,3.86,4.57,4.57,5.00,4.57,4.71,,,,,,,,,
Spring,2013,PETER ADAMS,CEE,12781,FNDMTL ATMPHC AEROSL,A,7,11,64%,8.14,5.00,4.86,4.86,4.14,4.71,4.86,5.00,4.86,4.86,,,,,,,,,
Spring,2013,IRVING OPPENHEIM,CEE,FA14-12-100,INTRO CIV & ENV ENG,A,39,72,54%,5.85,3.64,3.82,3.97,3.13,3.85,3.87,3.67,3.46,3.31,,,,,,,,,
Spring,2013,HAE YOUNG NOH,CEE,FA14-12-734,SP TP STR HLTH MNTG,A4,21,23,91%,9.80,4.29,4.14,4.33,4.05,4.24,4.10,4.57,3.90,4.00,,,,,,,,,
Spring,2013,JACK BEUTH,CEE,FA14-12-777,MECHNC FRACTR FATIGE,A,9,9,100%,10.00,4.56,4.44,4.67,4.33,4.56,4.56,4.44,4.33,4.11,,,,,,,,,
Spring,2013,KAUSHIK DAYAL,CEE,FA14-12-784,SP TP:AD ML MD CM EN,A,5,6,83%,5.00,4.80,4.40,4.20,4.40,4.40,4.80,4.20,4.60,4.60,,,,,,,,,
Spring,2013,PETER ADAMS,CEE,FA14-12-794,GRADUATE SEMINAR,A,59,100,59%,2.71,4.47,4.47,4.41,4.36,4.49,4.41,4.59,4.53,4.45,,,,,,,,,
Spring,2013,IRVING OPPENHEIM,CEE,FA14-12-794,GRADUATE SEMINAR,B,55,81,68%,3.73,4.41,4.44,4.48,4.43,4.50,4.46,4.56,4.39,4.37,,,,,,,,,
Spring,2013,KAUSHIK DAYAL,CEE,FA14-12-794,GRADUATE SEMINAR,C,19,23,83%,2.79,4.00,4.13,4.06,4.13,3.94,4.00,4.06,4.06,4.12,,,,,,,,,
Spring,2013,MYUNG JHON,CHE,06261,FLUID MECHANICS,A,46,78,59%,8.98,3.59,3.63,3.80,3.50,4.04,3.61,3.61,3.59,3.69,,,,,,,,,
Spring,2013,ADITYA KHAIR,CHE,06262,MATH MTHDS CHEM ENGR,A,44,76,58%,9.60,4.27,4.09,4.05,3.80,4.25,3.80,4.64,3.95,3.82,,,,,,,,,
Spring,2013,LYNN WALKER,CHE,06363,TRANSPORT PROCSS LAB,1,32,67,48%,10.03,3.88,3.88,4.16,3.50,3.97,3.78,4.00,3.75,3.44,,,,,,,,,
Spring,2013,JAMES SCHNEIDER,CHE,06364,CHEMCL REACTION ENGN,A,35,71,49%,10.06,4.00,4.14,4.14,3.74,4.26,4.06,4.09,4.06,4.00,,,,,,,,,
Spring,2013,NIKOLAOS SAHINIDIS,CHE,06462,OPTM MDG & ALGRTHMS,A3,29,76,38%,8.83,4.04,3.96,3.93,3.68,4.32,4.11,4.46,4.07,3.96,,,,,,,,,
Spring,2013,NIKOLAOS SAHINIDIS,CHE,06463,CHEMICAL PRDT DESIGN,A4,30,71,42%,6.70,3.70,3.50,3.40,3.37,4.00,3.70,4.37,3.73,3.57,,,,,,,,,
Spring,2013,B ERIK YDSTIE,CHE,06464,CHML ENG PROCESS CNT,A,28,65,43%,9.18,4.18,3.32,3.46,3.36,3.86,2.89,4.64,3.21,3.18,,,,,,,,,
Spring,2013,ROSEMARY FROLLINI,CHE,06466,EXPERMTL POLYMER SCI,A,1,8,13%,8.00,4.00,5.00,4.00,5.00,5.00,4.00,5.00,4.00,4.00,,,,,,,,,
Spring,2013,DENNIS PRIEVE,CHE,06607,PHYS CHEM COLL SURF,A,17,20,85%,9.24,4.53,4.65,4.41,4.24,4.59,4.47,4.81,4.47,4.35,,,,,,,,,
Spring,2013,SHELLEY ANNA,CHE,06615,MICROFLUIDICS,A,6,9,67%,10.00,4.83,4.33,4.67,4.17,4.67,4.67,5.00,4.67,4.33,,,,,,,,,
Spring,2013,PAUL SIDES,CHE,06663,ANLY & MDG TRNSP PHN,A,20,37,54%,10.35,4.15,3.70,3.65,3.90,4.40,4.05,4.80,3.85,3.65,,,,,,,,,
Spring,2013,JOHN ESLICK,CHE,06665,PROCESS SYSTEMS MDLG,A,22,39,56%,10.68,3.14,3.43,3.32,3.45,3.55,3.59,4.50,3.27,3.27,,,,,,,,,
Spring,2013,MYUNG JHON,CHE,06704,ADV HEAT MASS TRANS,A,7,12,58%,14.71,4.43,4.14,4.14,3.71,4.29,4.29,4.43,4.14,4.00,,,,,,,,,
Spring,2013,JOHN KITCHIN,CHE,06714,SURFACES & ADSORPTN,A,7,11,64%,6.29,4.43,4.00,4.29,4.57,4.57,4.71,4.86,4.57,4.43,,,,,,,,,
Spring,2013,IGNACIO GROSSMANN,CHE,06720,ADV PROC SYS ENGIN,A,15,25,60%,15.07,4.47,4.53,4.67,4.33,4.47,4.67,4.80,4.60,4.60,,,,,,,,,
Spring,2013,SUSANA STEPPAN,CHE,06777,CPS LAB III,A,4,6,67%,7.00,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,,,,,,,,,
Spring,2013,NEIL DONAHUE,CHE,06779,SP TPC: INTR METERLG,A,6,9,67%,6.50,4.00,4.00,3.67,3.33,3.67,3.33,4.33,3.50,3.33,,,,,,,,,
Spring,2013,JAMES SCHNEIDER,CHE,06800,CHE GRADUATE SEMINAR,A,20,73,27%,2.15,4.40,4.35,4.45,4.40,4.30,4.30,4.50,4.45,4.45,,,,,,,,,
Spring,2013,ANNETTE JACOBSON,CHE,06802,CLDS PLYM SURF LB II,A,2,2,100%,9.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,3.50,,,,,,,,,
Spring,2013,ANNETTE JACOBSON,CHE,06802,CLDS PLYM SURF LB II,B,2,7,29%,12.50,4.50,4.00,4.00,3.00,4.00,4.00,4.50,4.00,4.00,,,,,,,,,
Spring,2013,ADITYA KHAIR,CHE,06810,CPS SEMINAR,A,3,11,27%,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2013,NIKOLAOS SAHINIDIS,CHE,06820,PSE SEMINAR,A,5,23,22%,2.60,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2013,MICHAEL LANCET,CIT,39200,BUSINESS FOR ENGINRS,1,19,37,51%,6.33,4.74,4.53,4.68,4.26,4.53,4.47,4.74,4.63,4.53,,,,,,,,,
Spring,2013,JEFFERY HANSEN,CIT,39606,ENGINEERING DSGN PRJ,A,15,26,58%,7.40,3.73,4.07,3.93,3.13,3.40,3.93,4.33,3.47,3.53,,,,,,,,,
Spring,2013,JAY WHITACRE,CIT,39612,ENGY POLICY & ECONMC,A4,17,21,81%,12.29,3.82,3.82,3.71,3.76,3.94,4.00,3.94,4.00,3.76,,,,,,,,,
Spring,2013,DAVID LANDIS,CIT,39613,ENGY TRNSPT & STRGE,A3,20,24,83%,7.84,4.00,4.15,3.95,3.90,3.80,3.70,4.30,3.75,3.60,,,,,,,,,
Spring,2013,ANNETTE JACOBSON,CIT,39802,COL POLY SUR LAB II,A,4,5,80%,8.00,5.00,4.75,4.75,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2013,ANNETTE JACOBSON,CIT,39802,COL POLY SUR LAB II,B,2,4,50%,8.00,3.50,5.00,4.00,5.00,4.50,4.50,5.00,4.00,4.50,,,,,,,,,
Spring,2013,ADITYA KHAIR,CIT,39810,CPS SEMINAR,A,1,2,50%,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2013,XIN LI,ECE,18202,MATH FNDTN ELEC ENGR,1,50,80,63%,7.41,4.33,4.49,4.45,4.16,4.10,4.45,4.71,4.29,4.29,,,,,,,,,
Spring,2013,GREGORY KESDEN,ECE,18213,INTR CMPTR SYSTEMS,2,20,25,80%,18.32,4.40,4.35,4.40,4.30,4.50,4.40,4.35,4.40,4.75,,,,,,,,,
Spring,2013,PETER GILGUNN,ECE,18310,FUND SEMICONDTOR DEV,1,8,15,53%,9.50,4.75,4.75,4.50,4.88,4.38,4.38,4.63,4.50,4.38,,,,,,,,,
Spring,2013,RONALD BLANTON,ECE,18340,DIGITAL COMPUTATION,1,11,21,52%,11.27,4.27,4.09,4.09,3.73,4.27,4.18,4.36,4.09,4.00,,,,,,,,,
Spring,2013,PETER STEENKISTE,ECE,18345,INTR TELECOM NETWRKS,1,7,11,64%,11.86,4.14,3.57,4.00,2.57,4.14,4.00,4.43,3.86,3.43,,,,,,,,,
Spring,2013,PHILIP KOOPMAN,ECE,18348,EMBEDDED SYSTEMS ENG,1,29,52,56%,11.93,4.55,4.72,4.69,4.34,4.79,4.72,4.66,4.72,4.76,,,,,,,,,
Spring,2013,JAMES BAIN,ECE,18402,APPLIED ELECTRODYNMC,A,4,4,100%,9.50,4.75,4.75,4.75,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,
Spring,2013,JOVAN ILIC,ECE,18418,ELEC ENERGY PROCESS,1,10,14,71%,7.10,3.90,3.10,3.30,3.30,3.70,2.80,4.30,3.40,3.30,,,,,,,,,
Spring,2013,L. CARLEY,ECE,18421,ANALOG INTGTD CIR 1,1,5,7,71%,12.80,4.80,5.00,5.00,4.60,5.00,4.60,4.80,4.80,5.00,,,,,,,,,
Spring,2013,KENNETH MAI,ECE,18422,DIGL INTGRD CIRC 1,1,1,3,33%,11.00,5.00,4.00,4.00,4.00,5.00,5.00,4.00,4.00,4.00,,,,,,,,,
Spring,2013,ONUR MUTLU,ECE,18447,INTRO COMPUTER ARCH,1,21,30,70%,16.90,4.62,4.52,4.62,4.00,4.70,4.33,4.48,4.33,4.33,,,,,,,,,
Spring,2013,CHARLES NEUMAN,ECE,18474,EMBED CONTROL SYSTMS,1,10,17,59%,10.40,4.70,3.80,4.00,4.10,4.10,3.80,4.60,4.00,3.80,,,,,,,,,
Spring,2013,MARVIN SIRBU,ECE,18482,TELCOM TCH POL & MGT,A,2,3,67%,8.00,4.00,2.50,3.00,2.50,4.00,3.50,3.50,4.00,4.00,,,,,,,,,
Spring,2013,RICHARD STERN,ECE,18491,FNDML SIGNL PRCSNG,1,16,23,70%,12.38,4.50,4.63,4.44,4.25,4.69,4.56,4.88,4.44,4.69,,,,,,,,,
Spring,2013,TAMAL MUKHERJEE,ECE,18510,SENSOR SYSTEMS DESGN,1,6,11,55%,12.67,3.00,2.83,3.00,2.67,3.00,2.83,2.50,2.17,3.17,,,,,,,,,
Spring,2013,PRIYA NARASIMHAN,ECE,18549,EMBEDDED SYSTMS DESN,1,34,72,47%,8.79,4.53,3.88,4.00,3.59,4.00,3.76,4.44,3.82,3.53,,,,,,,,,
Spring,2013,JOHN DOLAN,ECE,18578,MECHATRONIC DESIGN,1,7,12,58%,11.00,4.57,4.57,4.86,4.57,4.57,4.57,4.86,4.43,4.86,,,,,,,,,
Spring,2013,EDWARD ENGLER,ECE,18601,ENTRPRSHP INNV TCHNL,A,11,15,73%,6.91,4.55,4.27,4.27,4.27,4.36,4.18,4.73,4.27,4.18,,,,,,,,,
Spring,2013,ARTHUR DAVIDSON,ECE,18603,LEADERSHP FOR ENGNRS,A,35,45,78%,4.82,4.51,4.80,4.66,4.66,4.63,4.66,4.80,4.60,4.63,,,,,,,,,
Spring,2013,COLLIN JACKSON,ECE,18636,BROWSER SECURITY,A,4,8,50%,11.25,3.75,3.50,3.75,3.75,3.75,3.75,4.00,3.50,3.50,,,,,,,,,
Spring,2013,COLLIN JACKSON,ECE,18636,BROWSER SECURITY,SV,2,2,100%,11.00,3.50,4.00,4.50,4.50,4.50,4.50,4.00,4.00,4.50,,,,,,,,,
Spring,2013,PATRICK TAGUE,ECE,18637,WIRELESS NTWK SECRTY,SV,4,4,100%,11.75,4.75,4.75,4.50,4.75,5.00,4.75,5.00,4.75,4.50,,,,,,,,,
Spring,2013,SUKHJIT SINGH,ECE,18641,JAVA SMART PHN DEVLP,A,25,43,58%,11.57,4.04,3.84,4.00,3.88,3.92,3.76,4.48,3.84,4.20,,,,,,,,,
Spring,2013,SUKHJIT SINGH,ECE,18641,JAVA SMART PHN DEVLP,SV,4,6,67%,16.50,4.50,5.00,4.75,4.50,4.50,4.75,5.00,4.25,4.25,,,,,,,,,
Spring,2013,ROBERT IANNUCCI,ECE,18646,LOW-POWR SYS CH ARC,SV,5,5,100%,21.40,5.00,4.80,5.00,5.00,5.00,5.00,4.80,5.00,4.80,,,,,,,,,
Spring,2013,BYRON YU,ECE,18698,NEURAL SIGNL PROCSNG,A,23,28,82%,11.04,4.91,4.83,4.91,4.70,4.87,4.91,4.96,4.87,4.87,,,,,,,,,
Spring,2013,JIAN-GANG ZHU,ECE,18715,PHYSCS APPLD MAGNTSM,A,8,8,100%,8.38,4.50,4.75,4.63,4.38,4.75,4.63,4.88,4.50,4.63,,,,,,,,,
