Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,1 : Project 1. Draw on Skills,2: Interest in student learning,3: Explain course requirements,3 : Project 2. Develop skills,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,6 : Project 3. Demand on Time and Attn,7: Project 4. External Review Committee helpfulness,7 : Explains subject matter,8: Show respect for students,8 : Project 5. Faculty Mgmt Satisfaction,9: Project 6. Group Worked Smoothly,9 : Overall teaching,10: Overall course,10 : Project 7. Effective learning experience,11: Project 8. Project Size,12: Project 9. General Rating,14: Proj Instr 1. Motivation,15: Proj Instr 2. Guidance,16: Proj Instr 3. Knows next steps,17: Proj Instr 4. Instructor availability,18: Proj Instr 5. Overall Lead Effectiveness
Spring,2015,RAHUL TELANG,ISM,95757,INFO SEC POL & MGT,A4,7,12,58%,8.43,4.86,4.29,4.00,4.29,4.43,4.43,5.00,4.43,4.43,,,,,,,,,,,,,,
Spring,2015,JOSEPH MAYES,ISM,95758,NETWK & INTERNET SEC,A,17,24,71%,10.13,4.35,4.06,3.94,3.71,4.35,4.29,4.65,4.12,4.06,,,,,,,,,,,,,,
Spring,2015,STEPHEN ROEHRIG,ISM,95760,DCSN MKG UNCERTAINTY,A4,16,21,76%,11.53,4.31,4.50,4.44,4.38,4.69,4.63,4.69,4.38,4.56,,,,,,,,,,,,,,
Spring,2015,STEPHEN ROEHRIG,ISM,95760,DCSN MKG UNCERTAINTY,B4,18,25,72%,10.94,4.12,4.18,4.41,3.88,4.35,4.29,4.24,4.12,4.06,,,,,,,,,,,,,,
Spring,2015,SAMUEL MERRELL,ISM,95761,CYBSC CRITL INFT,Z4,19,29,66%,10.21,4.79,4.58,4.53,4.58,4.58,4.47,4.89,4.53,4.26,,,,,,,,,,,,,,
Spring,2015,TIMOTHY SHIMEALL,ISM,95768,DEFENSIVE HACKING,A,28,31,90%,6.44,4.07,4.18,4.04,3.46,4.18,3.79,4.43,3.86,3.61,,,,,,,,,,,,,,
Spring,2015,MICHAEL MCCARTHY,ISM,95771,DATA STRUC & ALGRTHM,A,27,35,77%,13.37,4.52,4.41,4.44,4.22,4.41,4.56,4.59,4.48,4.33,,,,,,,,,,,,,,
Spring,2015,KARYN MOORE,ISM,95774,BUSINESS PROCESS MDL,A3,9,13,69%,11.50,4.56,4.44,4.44,4.78,4.67,4.44,4.67,4.78,4.33,,,,,,,,,,,,,,
Spring,2015,KARYN MOORE,ISM,95774,BUSINESS PROCESS MDL,B3,25,33,76%,12.68,4.60,4.68,4.64,4.48,4.52,4.64,4.72,4.72,4.64,,,,,,,,,,,,,,
Spring,2015,ARTUR DUBRAWSKI,ISM,95791,DATA MINING,A3,36,57,63%,16.53,4.22,4.14,4.22,3.57,4.25,4.11,4.25,4.03,4.03,,,,,,,,,,,,,,
Spring,2015,ARTUR DUBRAWSKI,ISM,95791,DATA MINING,B3,23,32,72%,18.04,3.87,4.04,4.09,3.70,4.35,4.04,4.39,4.00,4.00,,,,,,,,,,,,,,
Spring,2015,MURLIKRISHNA VISWANATHAN,ISM,95791,DATA MINING,K4,24,30,80%,11.10,4.13,3.88,3.83,3.83,3.88,3.96,4.50,3.88,3.63,,,,,,,,,,,,,,
Spring,2015,JANUSZ SZCZYPULA,ISM,95796,STATS FOR IT MANAGER,K3,28,33,85%,11.43,4.32,4.46,4.43,4.39,4.32,4.68,4.32,4.46,4.43,,,,,,,,,,,,,,
Spring,2015,JANUSZ SZCZYPULA,ISM,95796,STATS FOR IT MANAGER,L3,28,36,78%,11.46,4.68,4.79,4.82,4.68,4.71,4.86,4.82,4.79,4.82,,,,,,,,,,,,,,
Spring,2015,MARK PATTERSON,ISM,95796,STATS FOR IT MANAGER,Z3,21,34,62%,13.29,4.52,4.43,4.38,4.43,4.52,4.24,4.81,4.43,4.29,,,,,,,,,,,,,,
Spring,2015,JOHN SHANTZ,ISM,95797,DATA WAREHOUSING,A3,35,40,88%,8.59,4.09,4.14,4.23,4.14,4.29,4.17,4.63,4.17,4.14,,,,,,,,,,,,,,
Spring,2015,BEIBEI LI,ISM,95797,DATA WAREHOUSING,B3,35,40,88%,7.73,3.97,3.94,3.82,3.57,3.89,3.69,4.35,3.74,3.63,,,,,,,,,,,,,,
Spring,2015,ANTHONY JENKINS,ISM,95797,DATA WAREHOUSING,Z4,22,34,65%,9.55,3.36,3.32,3.64,2.73,3.68,3.64,4.05,3.14,3.27,,,,,,,,,,,,,,
Spring,2015,DENNIS MOUL,ISM,95799,LINUX & OPEN SOURCE,A4,37,49,76%,7.31,4.70,4.76,4.73,4.49,4.68,4.76,4.73,4.70,4.59,,,,,,,,,,,,,,
Spring,2015,DENNIS MOUL,ISM,95799,LINUX & OPEN SOURCE,K3,18,19,95%,8.61,4.44,4.50,4.61,4.61,4.56,4.65,4.67,4.56,4.28,,,,,,,,,,,,,,
Spring,2015,STACEY SABO,ISM,95807,OBJCT-ORNTD PROG JAV,Z,12,22,55%,12.33,4.33,4.42,4.36,3.75,4.17,4.09,4.75,4.09,3.92,,,,,,,,,,,,,,
Spring,2015,RAKESH THAPAR,ISM,95808,IT PROJECT MANAGEMNT,A4,11,13,85%,9.18,4.45,4.45,4.36,4.55,4.82,4.73,4.91,4.55,4.36,,,,,,,,,,,,,,
Spring,2015,SUMMER FOWLER,ISM,95808,IT PROJECT MANAGEMNT,B3,20,20,100%,7.05,4.60,4.45,4.45,4.30,4.45,4.55,4.70,4.40,4.25,,,,,,,,,,,,,,
Spring,2015,RIAZ ESMAIL ZADEH,ISM,95808,IT PROJECT MANAGEMNT,K4,10,14,71%,10.80,4.30,4.30,4.20,4.10,4.30,4.20,4.40,4.30,4.50,,,,,,,,,,,,,,
Spring,2015,RYAN SMALLEY,ISM,95812,INTR ITIL FRAMEWORK,A4,25,35,71%,6.43,4.72,4.76,4.84,4.68,4.76,4.84,4.80,4.72,4.60,,,,,,,,,,,,,,
Spring,2015,PEDRO FERREIRA,ISM,95819,MEAS CAUCAL EFF ONLI,A3,5,7,71%,6.50,4.80,5.00,5.00,4.75,4.80,4.80,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2015,THOMAS MURRAY,ISM,95820,STRTGC MNGMT & IMPLE,A3,6,8,75%,9.00,4.67,4.17,4.33,5.00,4.33,4.17,5.00,4.33,4.17,,,,,,,,,,,,,,
Spring,2015,THOMAS MURRAY,ISM,95821,PRODCT MNGMNT IN IT,A4,24,37,65%,7.25,4.54,4.54,4.67,4.38,4.50,4.42,4.71,4.46,4.38,,,,,,,,,,,,,,
Spring,2015,JOSEPH MERTZ,ISM,95822,IT CONSULTING,A,8,8,100%,12.25,4.25,4.38,4.50,4.50,4.38,4.43,4.25,4.50,4.38,,,,,,,,,,,,,,
Spring,2015,MARK YANALITIS,ISM,95831,ENTERPRISE ARCHTCTRS,A4,14,18,78%,7.25,3.93,3.79,4.00,3.79,4.07,4.14,4.21,4.07,4.14,,,,,,,,,,,,,,
Spring,2015,MARK YANALITIS,ISM,95831,ENTERPRISE ARCHTCTRS,Z3,18,27,67%,11.22,3.94,3.28,3.72,3.72,4.22,4.22,4.28,3.83,3.44,,,,,,,,,,,,,,
Spring,2015,ARTUR DUBRAWSKI,ISM,95852,APPLIED DATA SCIENCE,A4,35,55,64%,10.51,3.57,3.43,3.49,3.46,3.94,3.66,3.46,3.43,3.26,,,,,,,,,,,,,,
Spring,2015,JAMES CALLAN,ISM,95865,TEXT ANALYTICS,A4,20,32,63%,11.00,4.60,4.55,4.65,4.20,4.65,4.45,4.70,4.40,4.26,,,,,,,,,,,,,,
Spring,2015,JAMES CALLAN,ISM,95865,TEXT ANALYTICS,K4,15,19,79%,17.00,4.47,4.47,4.53,4.53,4.40,4.40,4.53,4.47,4.07,,,,,,,,,,,,,,
Spring,2015,RAHUL TELANG,ISM,95866,ADV BUSINESS ANALYTC,A4,32,49,65%,8.19,3.97,3.63,3.72,3.72,3.97,3.91,4.44,3.72,3.91,,,,,,,,,,,,,,
Spring,2015,DAVID CHOI,ISM,95868,EXPG VISUALZG DATA,A3,22,28,79%,10.75,3.82,4.14,3.95,3.82,3.95,4.00,3.95,3.86,3.86,,,,,,,,,,,,,,
Spring,2015,DAVID CHOI,ISM,95868,EXPG VISUALZG DATA,B4,32,43,74%,9.46,4.28,4.34,4.50,3.94,4.28,4.47,4.53,4.34,4.50,,,,,,,,,,,,,,
Spring,2015,STEPHEN ROEHRIG,ISM,95869,HADOOP & MAPREDUCE,A4,13,21,62%,10.73,3.46,3.15,3.00,3.31,3.08,2.85,4.15,3.31,3.15,,,,,,,,,,,,,,
Spring,2015,PAWAN KHERA,ISM,95872,ART & SCI BUS ANALY,Z4,17,29,59%,8.88,3.88,3.59,3.53,3.65,4.12,3.94,4.35,3.88,3.63,,,,,,,,,,,,,,
Spring,2015,VIBHANSHU ABHISHEK,ISM,95873,DGTL MKTG ANALYTICS,A3,24,30,80%,8.57,4.54,4.38,4.33,4.17,4.46,4.33,4.67,4.33,4.21,,,,,,,,,,,,,,
Spring,2015,JOHN DAVIS,ISM,95874,AGILE METHODS,A4,18,26,69%,8.35,4.47,4.39,4.56,4.39,4.50,4.44,4.67,4.39,4.22,,,,,,,,,,,,,,
Spring,2015,RODRIGO BELO,ISM,95877,PYTH FOR DATA ANA,A4,33,47,70%,11.18,3.73,3.61,3.70,3.36,3.42,3.61,4.22,3.24,3.36,,,,,,,,,,,,,,
Spring,2015,SIYUAN LIU,ISM,95879,MOBILE INTEL & BUS,A4,16,17,94%,11.00,4.69,3.44,3.69,4.44,4.38,3.56,4.81,3.88,3.94,,,,,,,,,,,,,,
Spring,2015,COLIN UNDERWOOD,ISM,95900,INTERNSHIP,K,3,7,43%,18.67,2.50,3.50,2.50,2.50,2.50,2.50,3.50,2.50,4.50,,,,,,,,,,,,,,
Spring,2015,RIAZ ESMAIL ZADEH,ISM,95903,INDEPENDENT STUDY,K,1,2,50%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2015,ARI LIGHTMAN,ISM,95906,INDEPENDENT STUDY,B,2,2,100%,6.50,4.00,3.50,3.50,4.00,4.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2015,KARYN MOORE,PMP,91802,INFORMTN SYS MANGERS,A,9,10,90%,11.00,4.89,4.78,4.78,4.56,4.89,4.67,4.67,4.56,4.56,,,,,,,,,,,,,,
Spring,2015,MARK WESSEL,PMP,91803,ECO PRINC PLCY ANLYS,A,25,35,71%,8.50,4.44,4.40,4.36,3.92,4.36,4.24,4.64,4.24,3.88,,,,,,,,,,,,,,
Spring,2015,MARK WESSEL,PMP,91803,ECO PRINC PLCY ANLYS,K,3,4,75%,15.33,4.67,5.00,4.67,4.33,3.67,4.33,5.00,4.67,4.33,,,,,,,,,,,,,,
Spring,2015,ROBERT BARTOLACCI,PMP,91804,FINANCL ANLYS MANGRS,A,17,19,89%,6.82,4.41,4.00,4.12,3.76,4.41,3.94,4.59,3.82,3.82,,,,,,,,,,,,,,
Spring,2015,DENISE ROUSSEAU,PMP,91807,STRGC HUMN RESC MANG,A4,15,16,94%,7.14,4.73,4.47,4.40,4.47,4.67,4.60,4.67,4.67,4.47,,,,,,,,,,,,,,
Spring,2015,DENISE ROUSSEAU,PMP,91809,ORGANIZATNL CHANGE,A4,30,32,94%,5.50,4.70,4.47,4.70,4.43,4.70,4.73,4.90,4.77,4.70,,,,,,,,,,,,,,
Spring,2015,TIMOTHY OLOUGHLIN,PMP,91820,STRATEGIC PLANNING,K,7,13,54%,8.86,4.57,4.29,4.43,4.14,4.29,4.43,4.43,4.00,4.29,,,,,,,,,,,,,,
Spring,2015,LINDA CHAOUSIS,PMP,91843,POWER AND INFLUENCE,K3,6,9,67%,7.50,4.83,4.67,4.83,4.83,4.33,4.50,4.83,4.50,4.33,,,,,,,,,,,,,,
Spring,2015,LOLA MASON,PMP,91869,CONFLICT RESOLUTION,A4,10,13,77%,7.70,5.00,4.90,4.90,4.90,5.00,4.90,5.00,4.90,5.00,,,,,,,,,,,,,,
Spring,2015,SILVIA BORZUTZKY,PPP,90703,WOMEN & PUBLIC POLCY,A3,9,11,82%,6.13,4.89,4.11,4.33,4.67,4.78,4.56,4.89,4.67,4.78,,,,,,,,,,,,,,
Spring,2015,TIMOTHY OLOUGHLIN,PPP,90705,POLICY ANALYSIS I,K,3,4,75%,15.33,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2015,PETER MADSEN,PPP,90708,HEALTHCARE ETHICS,A4,38,40,95%,4.29,4.29,3.97,4.21,3.55,4.26,4.39,4.05,4.16,4.08,,,,,,,,,,,,,,
Spring,2015,JANUSZ SZCZYPULA,PPP,90711,EMP MTHD PUB POL MGT,K,16,19,84%,11.75,3.75,4.19,3.88,3.69,3.69,3.69,3.75,3.75,3.75,,,,,,,,,,,,,,
Spring,2015,SILVIA BORZUTZKY,PPP,90713,POL & PLTCS INTL PER,A,17,29,59%,9.12,4.24,4.41,4.18,4.53,4.47,4.53,4.47,4.59,4.35,,,,,,,,,,,,,,
Spring,2015,SILVIA BORZUTZKY,PPP,90713,POL & PLTCS INTL PER,B,15,17,88%,10.00,4.60,4.47,4.27,4.47,4.53,4.20,4.13,4.40,4.27,,,,,,,,,,,,,,
Spring,2015,SILVIA BORZUTZKY,PPP,90714,POL & PLTC AM POL IN,A,14,20,70%,9.14,4.57,4.57,4.29,4.50,4.64,4.71,4.43,4.57,4.36,,,,,,,,,,,,,,
Spring,2015,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,A3,9,11,82%,8.44,4.78,4.78,4.89,4.67,4.78,4.78,4.78,4.78,4.67,,,,,,,,,,,,,,
Spring,2015,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,B3,8,10,80%,7.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.88,,,,,,,,,,,,,,
Spring,2015,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,C3,7,7,100%,4.57,4.71,5.00,5.00,5.00,4.86,5.00,4.71,4.71,4.57,,,,,,,,,,,,,,
Spring,2015,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,E4,6,12,50%,6.20,4.50,4.33,4.33,4.50,4.50,4.50,4.50,4.80,4.50,,,,,,,,,,,,,,
Spring,2015,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,F4,9,13,69%,6.00,4.00,3.89,3.33,3.44,3.44,3.33,4.00,3.00,2.56,,,,,,,,,,,,,,
Spring,2015,STACY ROSENBERG,PPP,90718,STRTGC PRSNTN SKILLS,G3,9,12,75%,8.44,4.78,4.78,4.89,5.00,4.89,5.00,4.89,4.89,4.89,,,,,,,,,,,,,,
Spring,2015,KIM HYATT,PPP,90718,STRTGC PRSNTN SKILLS,H3,11,12,92%,4.73,4.82,4.73,4.64,4.55,4.64,4.73,4.73,4.64,4.64,,,,,,,,,,,,,,
Spring,2015,BETH WALTER,PPP,90718,STRTGC PRSNTN SKILLS,I4,7,9,78%,8.00,4.67,4.43,4.29,4.71,4.43,4.57,4.71,4.43,4.14,,,,,,,,,,,,,,
Spring,2015,LAURA SYNNOTT,PPP,90721,HEALTHCARE MNGEMNT,A3,28,30,93%,9.07,4.50,4.25,4.21,3.82,4.46,4.36,4.61,4.43,4.32,,,,,,,,,,,,,,
Spring,2015,JONATHAN CAULKINS,PPP,90722,MNGMNT SCIENCE I,A3,21,30,70%,12.38,4.00,4.52,4.57,3.33,4.67,4.29,3.71,4.10,4.33,,,,,,,,,,,,,,
Spring,2015,JONATHAN CAULKINS,PPP,90722,MNGMNT SCIENCE I,B3,32,44,73%,12.61,4.13,4.41,4.44,3.78,4.47,4.06,4.03,4.09,4.00,,,,,,,,,,,,,,
Spring,2015,JONATHAN CAULKINS,PPP,90722,MNGMNT SCIENCE I,C3,24,33,73%,14.88,4.33,4.38,4.38,3.71,4.54,4.04,3.88,4.33,4.21,,,,,,,,,,,,,,
Spring,2015,ADAM RESNICK,PPP,90722,MNGMNT SCIENCE I,D3,18,24,75%,14.12,4.39,3.72,3.44,3.44,4.12,3.17,4.89,3.33,3.50,,,,,,,,,,,,,,
Spring,2015,KATHLEEN SMITH,PPP,90724,FINANCIAL ANALYSIS,A,42,42,100%,9.17,3.93,4.17,4.24,3.48,4.00,4.00,4.45,3.95,3.74,,,,,,,,,,,,,,
Spring,2015,KATHLEEN SMITH,PPP,90724,FINANCIAL ANALYSIS,B,38,39,97%,9.29,3.95,4.08,4.05,3.37,3.79,3.82,4.11,3.58,3.37,,,,,,,,,,,,,,
Spring,2015,KATHLEEN SMITH,PPP,90724,FINANCIAL ANALYSIS,C,31,33,94%,7.10,4.23,4.29,4.19,3.55,4.23,4.10,4.47,3.97,3.74,,,,,,,,,,,,,,
Spring,2015,TIONG LIM,PPP,90724,FINANCIAL ANALYSIS,K,14,18,78%,13.50,4.64,3.79,3.79,3.57,4.31,3.86,4.21,3.86,3.93,,,,,,,,,,,,,,
Spring,2015,GEORGE WHITMER,PPP,90733,URBAN DEVELOPMENT,A3,11,19,58%,5.00,4.27,3.73,3.73,3.73,4.27,3.90,4.73,3.90,3.82,,,,,,,,,,,,,,
Spring,2015,JANE DOWNING,PPP,90734,URBAN POLICY,A4,12,12,100%,6.00,4.58,4.33,4.17,4.08,4.42,4.42,4.92,4.25,3.75,,,,,,,,,,,,,,
Spring,2015,PAUL CHAPMAN,PPP,90740,SYSTEMS SYNTHESIS,K,3,4,75%,15.33,3.67,3.67,4.00,4.33,3.67,3.67,3.67,3.67,4.00,,,,,,,,,,,,,,
Spring,2015,PAUL CHAPMAN,PPP,90740,SYSTEMS SYNTHESIS,L,6,7,86%,9.50,4.50,4.33,4.67,4.33,4.33,4.33,4.17,4.17,4.17,,,,,,,,,,,,,,
Spring,2015,TIMOTHY OLOUGHLIN,PPP,90740,SYSTEMS SYNTHESIS,N,6,8,75%,11.50,4.00,3.50,3.50,3.83,4.17,3.83,4.50,4.00,4.00,,,,,,,,,,,,,,
Spring,2015,KATHLEEN SMITH,PPP,90744,ACCTG CTR NON PROFIT,A3,4,7,57%,5.00,5.00,4.75,4.50,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2015,PATRICIA FOLAN,PPP,90748,REAL EST DEVLPMENT,A4,11,17,65%,7.18,3.55,3.64,3.73,3.55,3.91,3.64,4.45,3.36,3.27,,,,,,,,,,,,,,
Spring,2015,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,A4,18,30,60%,11.94,4.28,4.39,4.28,3.71,4.56,4.06,4.00,4.33,4.39,,,,,,,,,,,,,,
Spring,2015,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,B4,23,38,61%,13.26,4.61,4.70,4.78,4.17,4.57,4.61,4.43,4.57,4.52,,,,,,,,,,,,,,
Spring,2015,JONATHAN CAULKINS,PPP,90760,MANAGMENT SCIENCE II,C4,24,35,69%,11.05,4.71,4.63,4.67,4.13,4.79,4.71,4.42,4.54,4.58,,,,,,,,,,,,,,
Spring,2015,ADAM RESNICK,PPP,90760,MANAGMENT SCIENCE II,D4,19,30,63%,10.72,4.53,4.05,3.89,3.58,4.11,3.89,4.89,3.89,4.00,,,,,,,,,,,,,,
Spring,2015,JOEL TARR,PPP,90765,CITIES TECH ENVIRNMT,A3,11,15,73%,5.82,4.27,3.64,3.91,3.55,4.55,4.18,4.82,4.18,4.00,,,,,,,,,,,,,,
Spring,2015,GEORGE MEHAN,PPP,90766,MG URB WATERS SUPPLY,A3,5,7,71%,8.00,4.00,4.00,4.00,2.50,5.00,4.50,4.75,3.75,4.00,,,,,,,,,,,,,,
Spring,2015,KAREN CLAY,PPP,90768,ENGRY & THE ENVRNMT,A,6,6,100%,10.00,4.33,4.00,4.00,4.33,4.17,4.17,4.50,4.00,4.00,,,,,,,,,,,,,,
Spring,2015,ROBERT STRAUSS,PPP,90774,PUBLIC EXPEND ANALY,A,8,8,100%,9.63,4.00,4.13,4.00,2.75,4.00,2.88,3.43,3.25,3.88,,,,,,,,,,,,,,
Spring,2015,GARY FRANKO,PPP,90782,MULTI MEDIA,A,14,19,74%,9.46,5.00,5.00,5.00,4.79,4.86,4.93,4.93,4.86,4.93,,,,,,,,,,,,,,
Spring,2015,GARY FRANKO,PPP,90782,MULTI MEDIA,B,14,19,74%,9.50,4.93,5.00,4.93,4.79,4.86,5.00,4.86,4.93,4.93,,,,,,,,,,,,,,
Spring,2015,MATTHEW MEHALIK,PPP,90789,SUSTAINABLE COMM DEV,A,11,17,65%,9.64,4.45,4.55,4.18,4.27,4.55,4.36,4.82,4.27,4.18,,,,,,,,,,,,,,
Spring,2015,SHELBY STEWMAN,PPP,90792,APPLIED DEMOGRAPHY,A,1,3,33%,8.00,4.00,1.00,2.00,4.00,4.00,2.00,5.00,3.00,3.00,,,,,,,,,,,,,,
Spring,2015,GARY FRANKO,PPP,90801,DESKTOP PUBLISHING,A4,17,21,81%,6.24,4.71,4.76,4.76,4.53,4.75,4.88,4.88,4.82,4.82,,,,,,,,,,,,,,
Spring,2015,JEFFREY KUPFER,PPP,90808,ENERGY POLICY,A3,12,19,63%,8.75,4.42,4.58,4.50,4.33,4.67,4.50,4.75,4.50,4.50,,,,,,,,,,,,,,
Spring,2015,ROBERT STRAUSS,PPP,90817,RGNL FINANCE ED PLCY,A,4,5,80%,9.50,4.00,3.00,3.25,2.25,4.00,3.00,3.50,3.25,3.25,,,,,,,,,,,,,,
Spring,2015,AMELIA HAVILAND,PPP,90823,PROGRAM EVALUATION,A,23,29,79%,8.95,4.57,4.43,4.52,4.00,4.65,4.57,4.65,4.48,4.30,,,,,,,,,,,,,,
Spring,2015,ANTHONY CHEESEBROUGH,PPP,90824,COST BENEFIT ANALYS,W,24,24,100%,6.70,3.13,2.92,2.88,2.58,3.58,2.25,3.88,2.38,2.25,,,,,,,,,,,,,,
Spring,2015,LYNNE PASTOR,PPP,90830,INTRO FIN MGT HLTHCR,A3,20,27,74%,8.00,3.75,3.90,3.55,3.30,3.65,3.55,3.95,3.55,3.20,,,,,,,,,,,,,,
Spring,2015,K TROUT,PPP,90831,ADV FIN MGT HLTH CRE,A4,17,22,77%,8.76,4.29,4.20,4.19,4.00,4.53,4.19,4.50,4.31,4.13,,,,,,,,,,,,,,
Spring,2015,GARY KAPLAN,PPP,90832,HEALTH LAW,A4,21,33,64%,6.62,3.48,3.38,3.24,3.00,3.62,3.67,3.95,3.48,3.24,,,,,,,,,,,,,,
Spring,2015,ELIZABETH BJERKE,PPP,90833,POPULATION HEALTH,A3,20,27,74%,6.42,4.30,3.40,3.55,3.30,3.89,3.53,4.16,3.80,3.35,,,,,,,,,,,,,,
Spring,2015,KRISTEN KURLAND,PPP,90834,HEALTH CARE GIS,A,19,28,68%,12.16,4.58,4.47,4.42,4.26,4.74,4.47,4.53,4.47,4.32,,,,,,,,,,,,,,
Spring,2015,JONATHAN DELANO,PPP,90840,LEGISTVE POLCY MKNG,A3,9,16,56%,7.67,4.44,4.33,4.33,3.78,4.78,4.78,4.67,4.33,4.44,,,,,,,,,,,,,,
Spring,2015,JONATHAN DELANO,PPP,90842,PUBLIC POL IMPLEMENT,A4,8,15,53%,6.88,4.38,4.13,4.00,3.63,4.50,4.38,4.63,4.38,4.71,,,,,,,,,,,,,,
Spring,2015,TIMOTHY ZAK,PPP,90845,SOC INNOVATN INCUBTR,A,10,12,83%,8.00,4.30,4.20,4.40,3.90,4.40,4.40,4.40,4.40,4.30,,,,,,,,,,,,,,
Spring,2015,EMIL BOLONGAITA,PPP,90856,MGT OF INTL DEV,K,6,9,67%,7.50,4.83,4.50,4.67,4.33,4.67,4.50,4.83,4.67,4.50,,,,,,,,,,,,,,
Spring,2015,DEBORAH STINE,PPP,90869,NEW TECH COMM PUBPOL,A4,2,3,67%,9.50,4.50,4.00,3.50,4.00,3.50,3.00,4.50,4.00,3.50,,,,,,,,,,,,,,
Spring,2015,MARTIN GAYNOR,PPP,90871,HEALTH POLICY WKSHP,A,5,8,63%,4.40,2.40,2.40,2.20,2.80,2.40,3.00,3.60,2.60,3.20,,,,,,,,,,,,,,
Spring,2015,SUSAN REICHLE,PPP,90896,PL TP: INTRNL DVL PL,W4,23,24,96%,6.04,5.00,4.52,4.57,4.22,4.91,4.39,4.96,4.74,4.74,,,,,,,,,,,,,,
Spring,2015,COLIN UNDERWOOD,PPP,90900,INTERNSHIP,K,5,11,45%,25.00,4.20,4.20,4.00,3.80,4.20,4.40,4.40,4.40,4.40,,,,,,,,,,,,,,
Spring,2015,RAHUL TELANG,PPP,90902,PHD SEMINAR II,A,5,6,83%,4.40,4.40,4.20,4.40,4.40,4.40,4.40,4.20,4.40,4.20,,,,,,,,,,,,,,
Spring,2015,SHAMENA ANWAR,PPP,90906,INTRO ECONMTRC THEO,A,12,14,86%,10.75,4.08,4.17,4.50,4.08,4.50,4.42,4.50,4.33,4.25,,,,,,,,,,,,,,
Spring,2015,SHELBY STEWMAN,PPP,90912,DEMOGRAPHY,A,4,5,80%,7.25,3.25,3.50,3.00,3.00,3.25,3.25,4.25,3.00,3.00,,,,,,,,,,,,,,
Spring,2015,LEE BRANSTETTER,PPP,90928,PHD INTRNL MICRCMCS,A,6,7,86%,9.00,4.83,4.83,4.83,5.00,4.83,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2015,PAMELA LEWIS,PPP,90929,PHD PRAC PRS III,A3,3,3,100%,7.00,5.00,4.67,4.67,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2015,PAMELA LEWIS,PPP,90930,PHD PRAC PRS IV,A4,4,4,100%,6.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2015,STEPHEN FIENBERG,PPP,90931,LARC GRADUATE SEMNR,B,6,12,50%,8.67,4.50,4.50,4.33,4.33,4.50,4.50,4.33,4.50,4.33,,,,,,,,,,,,,,
Spring,2015,PAUL CHAPMAN,PPP,90936,INDEPENDENT STUDY,K,3,3,100%,9.00,4.67,4.00,4.33,4.67,4.00,4.00,4.00,4.00,4.00,,,,,,,,,,,,,,
Spring,2015,JAMES JORDAN,PPP,90952,INDEPENDENT STUDY,A,1,2,50%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,,,,
Spring,2015,KRISTEN KURLAND,PPP,90956,INDEPENDENT STUDY,A,2,3,67%,21.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.50,,,,,,,,,,,,,,
Spring,2015,REMA PADMAN,PPP,90966,INDEPENDENT STUDY,A,2,2,100%,16.00,5.00,5.00,5.00,5.00,5.00,4.50,5.00,5.00,5.00,,,,,,,,,,,,,,
Fall,2015,BRETT CRAWFORD,CRM,93703,ARTS ENT: MGT & STR,A,31,34,91%,11.16,4.68,4.23,4.42,4.06,4.55,4.48,4.45,4.35,4.03,,,,,,,,,,,,,,
Fall,2015,ALLISON LEE-MANN,CRM,93716,HUM RSRC MGT CREATVE,A1,25,29,86%,6.04,4.24,3.52,3.92,4.00,4.32,4.12,4.80,3.84,3.60,,,,,,,,,,,,,,
Fall,2015,KARYN MOORE,CRM,93732,DB THRY PRC CRTV ENT,A2,21,28,75%,9.20,4.38,4.38,4.43,3.95,4.24,4.19,4.33,4.29,4.10,,,,,,,,,,,,,,
Fall,2015,RICHARD RAUH,CRM,93768,ALLEN & BROOKS FILMS,A,1,4,25%,2.00,3.00,4.00,2.00,2.00,2.00,3.00,4.00,3.00,3.00,,,,,,,,,,,,,,
